tag,time,alt,range,V,Vz,LD,pDOH,eff_p,mass,m_fl,m_bat,m_NOx,m_CO,oem,m_py,eff,P_req,P_tot
climboutToAlternate,3.643,210,0.0,63.222,8.215,10.5,0,0.8,16881.863809404316,0.5969571834710572,0.0,0.009947652780082134,0.00021053348715456487,11550,5000,0.3052491425064487,2357746.4191144146,7724006.690910213
climboutToAlternate,3.652,240,0.0,63.222,8.196,10.5,0,0.8,16881.265836112183,0.5979732921345431,0.0,0.009954277343168665,0.00021143988996350632,11550,5000,0.3053064683055678,2354516.439531416,7711976.92796631
climboutToAlternate,3.661,270,0.0,63.222,8.177,10.5,0,0.8,16880.666851413378,0.5989846988043158,0.0,0.009960736770602266,0.000212352120144859,11550,5000,0.30536262118824575,2351286.540954659,7699981.522968296
climboutToAlternate,3.669,300,0.0,63.222,8.158,10.5,0,0.8,16880.067023532072,0.5998278813048342,0.0,0.009964314233429679,0.0002132121289237074,11550,5000,0.305417602538737,2348056.724606357,7688020.287922161
climbToAlternate,15.084,435,1241.818,83.34,8.864,16.0,0,0.8,16877.61611601051,2.4509075215595155,0.0,0.040650682056769305,0.0008717382379317153,11550,5000,0.30768092218199816,2330355.329045082,7573935.077023202
climbToAlternate,15.23,570,1254.105,83.34,8.778,16.0,0,0.8,16875.15076826257,2.4653477479415473,0.0,0.040684232901213015,0.0008883843345431431,11550,5000,0.3078961656895615,2315778.0026360843,7521295.360887943
climbToAlternate,15.378,705,1266.631,83.34,8.693,16.0,0,0.8,16872.67097386131,2.479794401261825,0.0,0.04071267051788917,0.0009055557166297683,11550,5000,0.3080907087028992,2301368.3877603305,7469775.370537405
climbToAlternate,15.53,840,1279.402,83.34,8.607,16.0,0,0.8,16870.176617943143,2.494355918166615,0.0,0.04073322554040557,0.0009236634173017874,11550,5000,0.30826074085764366,2286795.4053098904,7418380.293733038
climbToAlternate,15.685,975,1292.428,83.34,8.522,16.0,0,0.8,16867.667555938966,2.5090620041773417,0.0,0.040750768487337025,0.0009423907631626064,11550,5000,0.3084106275396929,2272390.142224832,7368066.9189403085
climbToAlternate,15.842,1110,1305.715,83.34,8.436,16.0,0,0.8,16865.14402245296,2.523533486003791,0.0,0.040754539370639414,0.0009619790960183663,11550,5000,0.30853648427375857,2257821.5985310418,7317843.151825505
climbToAlternate,16.003,1245,1319.271,83.34,8.35,16.0,0,0.8,16862.605837856343,2.5381845966169747,0.0,0.0407535550757757,0.0009824219015436863,11550,5000,0.3086405761904696,2243255.363556599,7268180.325623264
climbToAlternate,16.168,1380,1333.106,83.34,8.264,16.0,0,0.8,16860.052830445908,2.5530074104359826,0.0,0.04074773122083182,0.0010037310694868576,11550,5000,0.30872306185355536,2228691.4501874144,7219063.703263631
climbToAlternate,16.335,1515,1347.226,83.34,8.179,16.0,0,0.8,16857.485031509605,2.5677989363017444,0.0,0.040736444630167026,0.0010256289709882809,11550,5000,0.30878610383981153,2214295.2700746697,7170968.0019259425
climbToAlternate,16.506,1650,1361.643,83.34,8.093,16.0,0,0.8,16854.902388292892,2.582643216710639,0.0,0.04071629853861848,0.0010485590463192944,11550,5000,0.30882559588533964,2199736.0453904313,7122907.1511518955
climbToAlternate,16.681,1785,1376.364,83.34,8.007,16.0,0,0.8,16852.30473435342,2.5976539394717366,0.0,0.040691767929056766,0.001072365932823646,11550,5000,0.30884355828137217,2185179.2288955823,7075359.580285541
climbToAlternate,16.86,1920,1391.401,83.34,7.921,16.0,0,0.8,16849.691900984428,2.6128333689932366,0.0,0.04066315115196301,0.001097046942562467,11550,5000,0.3088398547627345,2170624.8367224517,7028318.409196342
climbToAlternate,17.042,2055,1406.763,83.34,7.836,16.0,0,0.8,16847.063739801473,2.628161182953492,0.0,0.040633143389323494,0.0011223524466955539,11550,5000,0.30881625445160354,2156238.180752847,6982269.066704078
climbToAlternate,17.229,2190,1422.46,83.34,7.75,16.0,0,0.8,16844.420041833993,2.643697967478983,0.0,0.0405976761966412,0.0011487554891316874,11550,5000,0.30876839807701,2141688.6638062745,6936230.123110317
climbToAlternate,17.42,2325,1438.506,83.34,7.664,16.0,0,0.8,16841.76061841025,2.659423423743456,0.0,0.04055945610393714,0.0011760060920221502,11550,5000,0.30869786531005994,2127141.6193974167,6890691.055673124
climbToAlternate,17.615,2460,1454.91,83.34,7.578,16.0,0,0.8,16839.085270449203,2.675347961048096,0.0,0.040519042626012775,0.001204090232500624,11550,5000,0.30860409913896053,2112597.063182956,6845654.5751574095
climbToAlternate,17.815,2595,1471.686,83.34,7.492,16.0,0,0.8,16836.39363575957,2.6916346896321626,0.0,0.040479311146855865,0.0012330609686457663,11550,5000,0.308486422894746,2098055.0101593323,6801125.931157036
climbToAlternate,18.018,2730,1488.846,83.34,7.406,16.0,0,0.8,16833.68564165164,2.7079941079329664,0.0,0.04043632812231079,0.001262762727113204,11550,5000,0.30834403717759595,2083515.4558098079,6757112.849922802
climbToAlternate,18.228,2865,1506.403,83.34,7.321,16.0,0,0.8,16830.960449833598,2.7251918180400745,0.0,0.040404973668355805,0.001293250916761518,11550,5000,0.308177817003316,2069143.5708778342,6714122.356365353
climbToAlternate,18.441,3000,1524.373,83.34,7.235,16.0,0,0.8,16828.2181051359,2.7423446976989467,0.0,0.040366505803499056,0.0013246324684692242,11550,5000,0.30798308294222504,2054608.9907976212,6671174.829375444
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16823.794534636374,4.42357049952586,0.0,0.05057147772846991,0.006373226011389495,11550,5000,0.3128714805130433,1581398.7202773192,5054467.469147902
cruiseToAlternate,37.801,3000,5250.564,138.9,0.0,14.5,0,0.8,16819.37202532255,4.422509313824094,0.0,0.050549217067205277,0.006379909784917086,11550,5000,0.312867615174013,1580983.0239342302,5053201.2495281985
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16814.950577138916,4.4214481836344195,0.0,0.050526962430922355,0.0063865892678396435,11550,5000,0.31286375040939407,1580567.4273139818,5051935.308087784
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16810.530190029618,4.420387109298154,0.0,0.05050471382601425,0.006393264458629083,11550,5000,0.3128598862209546,1580151.9304113577,5050669.644798723
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16806.110863938462,4.419326091157321,0.0,0.05048247125888274,0.00639993535575791,11550,5000,0.31285602261044426,1579736.5332211084,5049404.259633297
cruiseToAlternate,37.801,3000,5250.564,138.9,0.0,14.5,0,0.8,16801.692598808906,4.418265129554462,0.0,0.05046023473593423,0.006406601957700416,11550,5000,0.31285215957961526,1579321.2357379536,5048139.152563672
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16797.275394584074,4.4172042248327275,0.0,0.05043800426358161,0.006413264262932125,11550,5000,0.3128482971301452,1578906.0379565798,5046874.323563133
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16792.859251206737,4.416143377335905,0.0,0.05041577984824488,0.0064199222699296305,11550,5000,0.312844435263727,1578490.9398716425,5045609.772604646
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16788.444168619328,4.4150825874084125,0.0,0.05039356149635101,0.006426575977170648,11550,5000,0.31284057398201204,1578075.941477763,5044345.499661756
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16784.030146763933,4.414021855395123,0.0,0.05037134921433021,0.00643322538313511,11550,5000,0.31283671328662443,1577661.0427695322,5043081.504708374
cruiseToAlternate,37.801,3000,5250.564,138.9,0.0,14.5,0,0.8,16779.61718558229,4.412961181641747,0.0,0.05034914300862396,0.00643987048630281,11550,5000,0.3128328531791734,1577246.2437415074,5041817.787718567
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16775.205285015796,4.411900566494395,0.0,0.05032694288567582,0.006446511285156112,11550,5000,0.31282899366123373,1576831.544388214,5040554.348666875
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16770.794445005497,4.410840010299877,0.0,0.050304748851937704,0.006453147778178123,11550,5000,0.3128251347343787,1576416.9447041443,5039291.187527778
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16766.384665492093,4.409779513405564,0.0,0.05028256091386692,0.006459779963853552,11550,5000,0.3128212764001042,1576002.4446837583,5038028.304276919
cruiseToAlternate,37.802,3000,5250.564,138.9,0.0,14.5,0,0.8,16761.97582978624,4.408835705853843,0.0,0.05026170868241187,0.006466578905133039,11550,5000,0.31281741865993784,1575588.0443214842,5036765.69888935
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16757.56817111538,4.407658670856243,0.0,0.05023820276396162,0.0064730315822942005,11550,5000,0.31281356141330696,1575173.732651669,5035503.337946594
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16753.161572761426,4.406598353954874,0.0,0.050216033151871536,0.006479650836734655,11550,5000,0.3128097048657449,1574759.5315914042,5034241.288221147
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16748.75603466368,4.40553809774954,0.0,0.05019386966134757,0.006486265777779037,11550,5000,0.31280584891665064,1574345.4301723363,5032979.516287216
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16744.35155676109,4.4044779025907586,0.0,0.05017171229888114,0.006492876403918115,11550,5000,0.3128019935673841,1573931.4283887616,5031718.022122208
cruiseToAlternate,37.801,3000,5250.564,138.9,0.0,14.5,0,0.8,16739.94813899226,4.403417768829556,0.0,0.05014956107096794,0.006499482713644632,11550,5000,0.3127981388193143,1573517.526234943,5030456.805703293
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16735.54578129544,4.402357696817824,0.0,0.050127415984115395,0.006506084705451127,11550,5000,0.3127942846738115,1573103.7237051108,5029195.867007534
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16731.144483608532,4.401297686907799,0.0,0.050105277044831635,0.006512682377833184,11550,5000,0.3127904311321726,1572690.0207934624,5027935.206013087
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16726.74424586908,4.400237739452601,0.0,0.050083144259637016,0.006519275729286044,11550,5000,0.31278657819569244,1572276.4174941615,5026674.822698048
cruiseToAlternate,37.801,3000,5250.564,138.9,0.0,14.5,0,0.8,16722.345068014274,4.39917785480572,0.0,0.050061017635053016,0.006525864758307892,11550,5000,0.31278272586560535,1571862.9138013395,5025414.717041402
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16717.946949980953,4.398118033321546,0.0,0.050038897177613575,0.006532449463396515,11550,5000,0.3127788741431739,1571449.5097090942,5024154.889021585
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16713.5498917056,4.397058275354862,0.0,0.050016782893854445,0.006539029843052438,11550,5000,0.3127750230295904,1571036.2052114895,5022895.338618071
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16709.153893124338,4.395998581261219,0.0,0.049994674790320846,0.006545605895776697,11550,5000,0.31277117252604864,1570623.000302557,5021636.065810221
cruiseToAlternate,37.801,3000,5250.564,138.9,0.0,14.5,0,0.8,16704.75895417294,4.394938951396839,0.0,0.04997257287356563,0.006552177620071367,11550,5000,0.3127673226336353,1570209.894976294,5020377.070579022
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16700.36507478682,4.393879386118474,0.0,0.04995047715014616,0.006558745014440509,11550,5000,0.312763473353545,1569796.8892266646,5019118.352903634
cruiseToAlternate,37.801,3000,5250.565,138.9,0.0,14.5,0,0.8,16695.972254901037,4.3928198857835685,0.0,0.04992838762662785,0.006565308077389097,11550,5000,0.31275962468681257,1569383.9830475997,5017859.912765691
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16691.514008224145,4.458246676891607,0.0,0.03495556360073096,0.019406248006034226,11550,5000,0.29237930296144815,936768.084752642,3203948.006115057
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16687.05676950538,4.457238718763723,0.0,0.03494165896280728,0.019406726661041204,11550,5000,0.29236731685018397,936517.9439919181,3203223.787396908
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16682.600538467457,4.456231037921415,0.0,0.03492776086327185,0.01940720298440647,11550,5000,0.29235532488183774,936267.8597851335,3202499.7668968337
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16678.145314833513,4.4552236339448825,0.0,0.03491386929409685,0.019407676978142944,11550,5000,0.2923433270802561,936017.8321167307,3201775.9442813233
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16673.6910983271,4.454216506412306,0.0,0.034899984247231806,0.01940814864426032,11550,5000,0.2923313234694267,935767.8609711756,3201052.319215605
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16669.2378886722,4.453209654899936,0.0,0.03488610571460474,0.019408617984765023,11550,5000,0.292319314073505,935517.9463329574,3200328.8913633577
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16664.78568559322,4.452203078981836,0.0,0.03487223368811874,0.01940908500166029,11550,5000,0.29230729891677526,935268.0881865892,3199605.660387138
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16660.334488814988,4.4511967782302975,0.0,0.03485836815965767,0.019409549696945964,11550,5000,0.29229527802367916,935018.2865166084,3198882.6259480715
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16655.88429806277,4.450190752215436,0.0,0.03484450912108064,0.019410012072618672,11550,5000,0.2922832514188016,934768.541307576,3198159.787706007
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16651.435113062264,4.4491850005056035,0.0,0.03483065656422766,0.0194104721306716,11550,5000,0.292271219126851,934518.8525440771,3197437.1453197347
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16646.986933539596,4.448179522667183,0.0,0.0348168104809169,0.01941092987309457,11550,5000,0.29225918117271,934269.2202107213,3196714.6984464335
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16642.53975922133,4.447174318264689,0.0,0.03480297086294608,0.019411385301873998,11550,5000,0.2922471375813863,934019.6442921424,3195992.4467422105
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16638.09358983447,4.446169386860832,0.0,0.034789137702093326,0.019411838418992834,11550,5000,0.2922350883780061,933770.1247729985,3195270.389862174
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16633.648425106454,4.445164728016468,0.0,0.0347753109901166,0.019412289226430537,11550,5000,0.29222303358785134,933520.6616379723,3194548.5274600266
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16629.20426476516,4.444160341290632,0.0,0.03476149071875406,0.01941273772616311,11550,5000,0.29221097323632095,933271.2548717716,3193826.8591884924
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16624.76110853892,4.443156226240655,0.0,0.034747676879725756,0.01941318392016297,11550,5000,0.2921989073489702,933021.9044591279,3193105.384698887
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16620.318956156498,4.442152382422172,0.0,0.03473386946473384,0.01941362781039894,11550,5000,0.292186835951456,932772.6103847987,3192384.1036417186
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16615.877807347108,4.441148809388926,0.0,0.03472006846545968,0.019414069398836355,11550,5000,0.29217475906956986,932523.3726335656,3191663.015666326
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16611.437661840413,4.4401455066932805,0.0,0.034706273873571135,0.01941450868743677,11550,5000,0.29216267672923696,932274.1911902357,3190942.120420894
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16606.998519366527,4.43914247388564,0.0,0.034692485680714515,0.01941494567815825,11550,5000,0.29215058895647866,932025.0660396408,3190221.417552862
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16602.560379656014,4.438139710515015,0.0,0.034678703878522336,0.019415380372955062,11550,5000,0.29213849577749446,931775.9971666385,3189500.9067080296
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16598.123242439884,4.437137216128795,0.0,0.03466492845861029,0.019415812773777786,11550,5000,0.2921263972185375,931526.9845561113,3188780.587531921
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16593.687107449612,4.436134990272703,0.0,0.03465115941257663,0.01941624288257331,11550,5000,0.29211429330598904,931278.0281929671,3188060.4596689674
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16589.251974417122,4.435133032490954,0.0,0.0346373967320043,0.019416670701284753,11550,5000,0.2921021840663984,931029.1280621391,3187340.522762079
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16584.817843074798,4.434131342326394,0.0,0.034623640408462886,0.019417096231851397,11550,5000,0.2920900695263599,930780.284148587,3186620.7764539835
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16580.384713155476,4.433129919320253,0.0,0.034609890433505305,0.019417519476208747,11550,5000,0.29207794971261314,930531.4964372951,3185901.2203861373
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16575.952584392464,4.432128763012338,0.0,0.03459614679867042,0.019417940436288486,11550,5000,0.29206582465199915,930282.7649132735,3185181.8541992013
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16571.521456519524,4.4311278729411505,0.0,0.03458240949548464,0.019418359114018378,11550,5000,0.29205369437146234,930034.0895615589,3184462.677533026
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16567.09132927088,4.4301272486437195,0.0,0.034568678515459694,0.019418775511322334,11550,5000,0.29204155889806344,929785.4703672135,3183743.6900265054
holding,60.0,3000,0.0,97.23,0.0,17.0,0,0.8,16562.662202381223,4.429126889655752,0.0,0.03455495385009468,0.019419189630120327,11550,5000,0.292029418258942,929536.907315325,3183024.8913179906
descentToAlternate,22.259,2865,0.0,97.23,-6.065,16.0,0,0.8,16562.46003501707,0.20216736415505074,0.0,-0.0006709333025886385,0.016954523337371318,11550,5000,0.06507281486265354,1929.4466299386695,29650.578878615772
descentToAlternate,22.259,2730,0.0,97.23,-6.065,16.0,0,0.8,16562.25510764029,0.20492737678048498,0.0,-0.0006778838711510825,0.017034622756429994,11550,5000,0.06421720824026016,1929.4230787043925,30045.26561612134
descentToAlternate,22.258,2595,0.0,97.23,-6.065,16.0,0,0.8,16562.04730881922,0.20779882106788905,0.0,-0.0006848899636868054,0.017119666391858895,11550,5000,0.06335052701348665,1929.3992059457814,30455.929838358457
descentToAlternate,22.259,2460,0.0,97.23,-6.065,16.0,0,0.8,16561.836494249834,0.2108145693866984,0.0,-0.0006920344388151881,0.01721203122606034,11550,5000,0.062471953804983237,1929.374998681713,30883.858774524375
descentToAlternate,22.259,2325,0.0,97.23,-6.065,16.0,0,0.8,16561.622567503455,0.21392674637931697,0.0,-0.0006991844369681951,0.017307872294881493,11550,5000,0.06158948181138997,1929.3504401020473,31325.97293171649
descentToAlternate,22.258,2190,0.0,97.23,-6.065,16.0,0,0.8,16561.405470191898,0.21709731155603781,0.0,-0.0007062811640239608,0.01740457849474662,11550,5000,0.06071713645319843,1929.3255189730553,31775.634222476958
descentToAlternate,22.259,2055,0.0,97.23,-6.065,16.0,0,0.8,16561.185142979066,0.22032721283104525,0.0,-0.0007133788557856279,0.017502607062352207,11550,5000,0.059866054827948455,1929.3002284931717,32226.947876185728
descentToAlternate,22.259,1920,0.0,97.23,-6.065,16.0,0,0.8,16560.961555044505,0.22358793455958872,0.0,-0.0007203768578909307,0.017599615524091238,11550,5000,0.0590376579500495,1929.2745617497712,32678.710991247135
descentToAlternate,22.259,1785,0.0,97.23,-6.065,16.0,0,0.8,16560.734653886888,0.22690115761673774,0.0,-0.0007273122175420481,0.01769707011541988,11550,5000,0.05822888494386223,1929.248515152838,33132.15626596325
descentToAlternate,22.258,1650,0.0,97.23,-6.065,16.0,0,0.8,16560.50440781344,0.2302460734462072,0.0,-0.0007341337394487388,0.017793469218797636,11550,5000,0.05744347941929625,1929.222082586144,33584.70103289191
descentToAlternate,22.259,1515,0.0,97.23,-6.065,16.0,0,0.8,16560.270783584954,0.23362422848746917,0.0,-0.0007409073656238798,0.0178894133916023,11550,5000,0.05669325771117414,1929.1952603576938,34028.654168826375
descentToAlternate,22.259,1380,0.0,97.23,-6.065,16.0,0,0.8,16560.033788185,0.2369953999549546,0.0,-0.000747524096415201,0.017981991452790187,11550,5000,0.05598729842401045,1929.1680445951642,34457.24474835225
descentToAlternate,22.258,1245,0.0,97.23,-6.065,16.0,0,0.8,16559.793404606167,0.2403835788336428,0.0,-0.0007540011049455036,0.018072652151929044,11550,5000,0.05532423275352606,1929.140436112415,34869.71874886891
descentToAlternate,22.259,1110,0.0,97.23,-6.065,16.0,0,0.8,16559.549560626532,0.2438439796336759,0.0,-0.0007604517026355733,0.018165122688840175,11550,5000,0.054697776578155326,1929.1124329278246,35268.571295058
descentToAlternate,22.259,975,0.0,97.23,-6.065,16.0,0,0.8,16559.302218898367,0.24734172816625427,0.0,-0.0007667639551587556,0.018256764457331456,11550,5000,0.054107822802069834,1929.084026628174,35652.59008267431
descentToAlternate,22.259,840,0.0,97.23,-6.065,16.0,0,0.8,16559.051325327095,0.25089357127305434,0.0,-0.0007729669762639429,0.01834866288323332,11550,5000,0.05356519300388061,1929.0552128627896,36013.22248055816
descentToAlternate,22.258,705,0.0,97.23,-6.065,16.0,0,0.8,16558.796786678435,0.25453864866156645,0.0,-0.0007790443053363507,0.018442688358241234,11550,5000,0.05308553190596751,1929.0259853297612,36338.07397365295
descentToAlternate,22.259,570,0.0,97.23,-6.065,16.0,0,0.8,16558.5384090139,0.25837766453340033,0.0,-0.0007851149869813788,0.018544722550316074,11550,5000,0.05267730341157871,1928.996333168121,36619.1169296665
descentToAlternate,22.259,435,0.0,97.23,-6.065,16.0,0,0.8,16558.275986913766,0.2624221001362843,0.0,-0.0007910613984998999,0.018654369237614873,11550,5000,0.05233831315051532,1928.966233784915,36855.72036373363
descentToAlternate,22.258,300,0.0,97.23,-6.065,16.0,0,0.8,16558.009216894687,0.2667700190779864,0.0,-0.0007968742670596502,0.01877631219648109,11550,5000,0.052074003321998116,1928.9356632503914,37042.20033406828
finalToAlternate,10.714,270,0.0,53.502,-2.8,7.5,0,0.8,16557.30561741071,0.7035994839763636,0.0,0.005140337389116254,0.0031851564427429306,11550,5000,0.24839089111216733,703924.2875623048,2833937.607013252
finalToAlternate,10.714,240,0.0,53.502,-2.8,7.5,0,0.8,16556.601258270843,0.7043591398693049,0.0,0.005151594316901897,0.0031827358899863332,11550,5000,0.24811313563590967,703894.3757076245,2836989.5608451176
finalToAlternate,10.714,210,0.0,53.502,-2.8,7.5,0,0.8,16555.896138549382,0.7051197214587815,0.0,0.005162876417135606,0.0031803180395678964,11550,5000,0.24783475947626163,703864.4315579855,2840055.337860724
finalToAlternate,10.714,180,0.0,53.502,-2.8,7.5,0,0.8,16555.19025756708,0.7058809823045308,0.0,0.005174180618394336,0.0031779026345687177,11550,5000,0.24755565476688082,703834.4550740328,2843136.2464203145
finalToAlternate,10.714,150,0.0,53.502,-2.8,7.5,0,0.8,16554.483614907567,0.7066426595113012,0.0,0.00518550362640309,0.003175489407200861,11550,5000,0.2472757024067958,703804.4462268904,2846233.7357718004
finalToAlternate,10.714,120,0.0,53.502,-2.8,7.5,0,0.8,16553.7762104317,0.7074044758673865,0.0,0.005196841949885269,0.0031730780813073144,11550,5000,0.2469947730163342,703774.4049988573,2849349.3866459895
finalToAlternate,10.714,90,0.0,53.502,-2.8,7.5,0,0.8,16553.068044289434,0.7081661422664807,0.0,0.005208191930206694,0.003170668375059141,11550,5000,0.24671272815482864,703744.3313840183,2852484.898721447
finalToAlternate,10.714,60,0.0,53.502,-2.8,7.5,0,0.8,16552.359116929038,0.7089273603947344,0.0,0.00521954977461488,0.0031682600038212792,11550,5000,0.2464294217335893,703714.225388748,2855642.075683323
finalToAlternate,10.714,30,0.0,53.502,-2.8,7.5,0,0.8,16551.64942910338,0.7096878256547823,0.0,0.0052309115927438084,0.003165852683150091,11550,5000,0.24614470155247187,703684.0870321034,2858822.808672547
finalToAlternate,10.714,0,0.0,53.502,-2.8,7.5,0,0.8,16550.938981873092,0.7104472302875042,0.0,0.005242273435910505,0.003163446131876839,11550,5000,0.24585841088934723,703653.9163460915,2862029.0589236054
landing,10.618,0,0.0,53.502,0.0,8.0,0,0.8,16549.958086827475,0.9808950456177817,0.0,0.009302127598672775,0.003019562912551634,11550,5000,0.27239751585161565,1085854.5987467738,3986286.7153982287
0,10951.277000000002,0,985000.0000000002,0.0,0.0,0.0,0,0.0,17568.179465820533,1018.2213789930536,0.0,11.179885418931438,3.0566415604054376,11550,5000,0.2994184298083184,284198618.19426703,949168754.8298388
